GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37073,37073,"Gates County, North Carolina",11877,*****,7616,38,3973,122,14,21,49,56,0,19,33,38,192,119,0,19,192,119
0500000US37075,37075,"Graham County, North Carolina",8743,*****,7804,56,25,29,611,168,94,109,0,17,102,70,107,79,3,6,104,78
0500000US37077,37077,"Granville County, North Carolina",57955,*****,35678,489,18119,305,357,46,261,172,12,20,1962,532,1566,366,445,224,1121,305
0500000US37079,37079,"Greene County, North Carolina",21353,*****,11192,365,7690,181,154,112,65,38,0,23,1733,370,519,282,252,250,267,115
0500000US37081,37081,"Guilford County, North Carolina",500899,*****,286755,1547,166006,1297,2500,373,21434,395,243,83,13181,1725,10780,1105,1459,426,9321,979
0500000US37083,37083,"Halifax County, North Carolina",53803,*****,21529,183,27741,450,1785,179,429,32,8,12,503,180,1808,521,212,110,1596,497
0500000US37085,37085,"Harnett County, North Carolina",121789,*****,83794,818,25581,699,1138,198,1509,209,40,55,4910,839,4817,876,704,343,4113,825
0500000US37087,37087,"Haywood County, North Carolina",59012,*****,56551,276,617,113,176,82,260,45,51,52,385,238,972,243,179,166,793,154
0500000US37089,37089,"Henderson County, North Carolina",108642,*****,99242,775,3476,347,284,127,1066,185,153,186,2313,772,2108,477,243,162,1865,451
0500000US37091,37091,"Hertford County, North Carolina",24460,*****,8789,176,14457,291,296,132,169,16,1,1,168,133,580,273,15,17,565,271
0500000US37093,37093,"Hoke County, North Carolina",50034,*****,23703,607,16827,588,4030,260,651,124,116,113,1979,625,2728,586,228,125,2500,579
0500000US37095,37095,"Hyde County, North Carolina",5757,*****,3596,254,2110,251,14,15,19,38,0,17,17,17,1,2,0,17,1,2
0500000US37097,37097,"Iredell County, North Carolina",162999,*****,132659,689,20064,376,779,242,3511,216,39,58,3604,711,2343,473,295,204,2048,440
0500000US37099,37099,"Jackson County, North Carolina",40598,*****,33875,362,1316,463,3686,344,347,85,33,41,481,224,860,377,174,143,686,342
0500000US37101,37101,"Johnston County, North Carolina",175343,*****,137721,1316,26422,704,788,218,1145,166,18,27,5353,1199,3896,930,601,303,3295,850
0500000US37103,37103,"Jones County, North Carolina",10184,*****,6508,130,3156,113,31,14,15,14,47,43,200,137,227,99,0,19,227,99
0500000US37105,37105,"Lee County, North Carolina",59096,*****,40384,811,11385,213,393,161,696,57,22,37,4743,830,1473,387,363,278,1110,339
0500000US37107,37107,"Lenoir County, North Carolina",59095,*****,31966,433,24024,431,149,53,317,100,15,21,1298,457,1326,482,168,206,1158,433
0500000US37109,37109,"Lincoln County, North Carolina",79041,*****,71228,657,4170,272,196,92,318,141,0,29,1485,631,1644,297,181,145,1463,254
0500000US37111,37111,"McDowell County, North Carolina",44982,*****,40597,343,1698,94,131,79,349,57,29,28,1412,367,766,282,161,160,605,234
0500000US37113,37113,"Macon County, North Carolina",33840,*****,31598,607,166,104,207,155,218,39,0,26,1074,610,577,138,8,14,569,136
0500000US37115,37115,"Madison County, North Carolina",20951,*****,20147,83,323,105,102,76,140,101,0,23,101,81,138,86,0,23,138,86
0500000US37117,37117,"Martin County, North Carolina",23947,*****,12858,232,10368,116,94,37,109,100,6,10,337,228,175,85,70,72,105,64
0500000US37119,37119,"Mecklenburg County, North Carolina",968500,*****,551684,2593,299381,1623,3655,672,48043,735,722,136,38902,2631,26113,1834,3051,655,23062,1790
0500000US37121,37121,"Mitchell County, North Carolina",15380,*****,14884,168,123,73,75,51,48,18,10,19,178,168,62,35,0,19,62,35
0500000US37123,37123,"Montgomery County, North Carolina",27626,*****,21264,237,4874,470,423,455,442,8,7,13,375,218,241,102,54,49,187,85
0500000US37125,37125,"Moore County, North Carolina",90579,*****,74988,459,11160,529,615,226,900,178,0,29,643,426,2273,685,178,111,2095,675
0500000US37127,37127,"Nash County, North Carolina",95174,*****,52411,456,35965,430,629,109,769,146,0,29,3235,540,2165,496,471,226,1694,437
0500000US37129,37129,"New Hanover County, North Carolina",209586,*****,169358,700,30191,643,878,206,2807,276,108,70,2514,652,3730,721,245,132,3485,712
0500000US37131,37131,"Northampton County, North Carolina",21310,*****,8553,72,12018,251,34,26,20,19,12,18,49,69,624,264,6,11,618,262
0500000US37133,37133,"Onslow County, North Carolina",182921,*****,136405,1088,29206,688,1131,275,3570,327,531,200,4951,996,7127,903,1220,358,5907,819
0500000US37135,37135,"Orange County, North Carolina",137275,*****,103550,844,15834,440,443,172,9701,343,20,23,3284,816,4443,636,710,320,3733,585
0500000US37137,37137,"Pamlico County, North Carolina",13062,*****,10036,112,2497,127,132,105,28,22,80,116,36,45,253,102,0,19,253,102
0500000US37139,37139,"Pasquotank County, North Carolina",40233,*****,23437,220,15041,250,32,34,575,122,118,89,264,180,766,226,65,76,701,242
0500000US37141,37141,"Pender County, North Carolina",54218,*****,41487,415,9437,230,243,79,330,63,21,32,1797,370,903,253,282,163,621,230
0500000US37143,37143,"Perquimans County, North Carolina",13507,*****,9803,93,3331,125,16,23,2,4,0,19,58,61,297,166,9,14,288,167
0500000US37145,37145,"Person County, North Carolina",39303,*****,27023,280,10804,117,294,38,150,29,0,26,624,254,408,190,148,132,260,120
0500000US37147,37147,"Pitt County, North Carolina",172438,*****,101040,811,58787,655,551,147,2880,183,15,20,5357,870,3808,641,488,289,3320,569
0500000US37149,37149,"Polk County, North Carolina",20352,*****,18500,228,1052,107,39,37,36,37,0,23,568,218,157,91,23,40,134,86
0500000US37151,37151,"Randolph County, North Carolina",142276,*****,126049,932,7903,382,747,346,1452,144,28,33,3699,886,2398,476,97,72,2301,462
0500000US37153,37153,"Richmond County, North Carolina",46317,*****,28888,455,13935,273,1067,186,345,134,0,26,835,445,1247,382,1,2,1246,382
0500000US37155,37155,"Robeson County, North Carolina",134913,*****,41530,746,32510,267,50729,482,1070,69,105,29,5083,700,3886,568,351,197,3535,551
0500000US37157,37157,"Rockingham County, North Carolina",92602,*****,69883,497,17138,373,361,148,491,73,73,72,2648,594,2008,414,218,133,1790,398
0500000US37159,37159,"Rowan County, North Carolina",138246,*****,107400,781,22573,616,632,231,1359,142,0,29,4174,724,2108,438,340,198,1768,379
0500000US37161,37161,"Rutherford County, North Carolina",67181,*****,57666,380,6651,262,256,116,392,48,0,29,1080,402,1136,317,108,66,1028,303
0500000US37163,37163,"Sampson County, North Carolina",63842,*****,37361,714,16592,369,1086,110,210,59,13,18,6882,779,1698,425,203,111,1495,420
0500000US37165,37165,"Scotland County, North Carolina",36034,*****,16820,124,13916,149,3636,209,284,50,6,12,214,105,1158,259,71,64,1087,262
0500000US37167,37167,"Stanly County, North Carolina",60553,*****,51218,355,6745,461,217,58,1184,45,10,17,268,134,911,240,36,31,875,244
0500000US37169,37169,"Stokes County, North Carolina",46858,*****,43781,197,1826,139,341,71,163,19,23,50,272,137,452,165,67,48,385,155
0500000US37171,37171,"Surry County, North Carolina",73391,*****,67709,536,2790,240,327,74,383,97,28,33,1026,441,1128,280,236,133,892,260
0500000US37173,37173,"Swain County, North Carolina",14070,*****,9172,75,385,442,3695,447,52,36,0,19,53,55,713,258,92,94,621,243
0500000US37175,37175,"Transylvania County, North Carolina",32943,*****,29891,401,1256,231,123,46,183,43,0,26,831,387,659,252,75,71,584,233
0500000US37177,37177,"Tyrrell County, North Carolina",4219,*****,2597,242,1187,228,65,90,105,38,6,11,145,140,114,124,0,12,114,124
0500000US37179,37179,"Union County, North Carolina",209387,*****,170430,1223,24725,509,837,153,3913,199,68,70,5900,1236,3514,579,783,337,2731,453
0500000US37181,37181,"Vance County, North Carolina",44998,*****,19522,473,22500,298,106,103,69,57,0,26,2167,485,634,230,62,88,572,222
0500000US37183,37183,"Wake County, North Carolina",952513,*****,647615,2668,197691,1090,2949,481,55523,864,445,65,26647,2503,21643,1536,3145,676,18498,1268
0500000US37185,37185,"Warren County, North Carolina",20628,*****,7951,90,10511,234,861,139,49,40,0,23,515,140,741,287,18,27,723,289
0500000US37187,37187,"Washington County, North Carolina",12837,*****,6018,144,6457,66,30,42,0,19,0,19,233,174,99,121,79,118,20,24
0500000US37189,37189,"Watauga County, North Carolina",51903,*****,48803,267,572,137,114,54,577,81,5,9,659,273,1173,204,103,75,1070,181
0500000US37191,37191,"Wayne County, North Carolina",124093,*****,70426,573,39063,514,199,77,1286,193,28,43,9275,803,3816,724,825,339,2991,587
0500000US37193,37193,"Wilkes County, North Carolina",69093,*****,62931,371,2971,221,135,79,248,86,24,49,1751,403,1033,332,347,258,686,243
0500000US37195,37195,"Wilson County, North Carolina",81499,*****,41625,463,31437,399,311,120,705,120,45,69,5651,523,1725,471,261,161,1464,431
0500000US37197,37197,"Yadkin County, North Carolina",38101,*****,34600,475,1287,105,73,48,72,43,0,26,1608,467,461,178,33,33,428,172
0500000US37199,37199,"Yancey County, North Carolina",17662,*****,17069,167,187,52,70,32,32,35,11,15,159,153,134,83,39,48,95,54
