GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37069,37069,"Franklin County, North Carolina",62989,*****,42412,539,16230,384,808,328,260,94,1,3,1634,486,1644,486,212,118,1432,490
0500000US37071,37071,"Gaston County, North Carolina",211753,*****,162526,892,32627,513,824,156,3081,149,115,149,7823,897,4757,583,568,179,4189,527
0500000US37073,37073,"Gates County, North Carolina",11615,*****,7363,121,3837,136,96,34,66,72,0,19,57,51,196,111,0,19,196,111
0500000US37075,37075,"Graham County, North Carolina",8651,*****,7681,87,34,32,704,54,0,17,1,2,163,87,68,48,10,15,58,44
0500000US37077,37077,"Granville County, North Carolina",58341,*****,35739,498,17960,327,356,79,248,94,23,34,1885,481,2130,403,452,205,1678,414
0500000US37079,37079,"Greene County, North Carolina",21241,*****,11960,318,7554,195,102,58,41,41,0,22,956,306,628,249,181,162,447,184
0500000US37081,37081,"Guilford County, North Carolina",511815,*****,288612,1397,171837,1388,2297,471,23395,475,336,134,13961,1470,11377,1181,1364,444,10013,1109
0500000US37083,37083,"Halifax County, North Carolina",52849,*****,21187,231,27527,472,1901,150,443,39,24,39,307,159,1460,482,203,104,1257,467
0500000US37085,37085,"Harnett County, North Carolina",126620,*****,85578,751,26921,648,1137,182,1418,264,77,78,6817,800,4672,648,713,302,3959,620
0500000US37087,37087,"Haywood County, North Carolina",59577,*****,57137,242,637,108,167,82,320,37,20,23,402,216,894,177,152,145,742,132
0500000US37089,37089,"Henderson County, North Carolina",110905,*****,101051,701,3488,396,219,119,1257,198,113,180,2738,724,2039,365,69,61,1970,366
0500000US37091,37091,"Hertford County, North Carolina",24285,*****,8572,113,14144,433,260,46,195,14,41,43,297,130,776,436,24,23,752,434
0500000US37093,37093,"Hoke County, North Carolina",51853,*****,23751,574,17275,426,4281,238,699,96,56,53,3036,676,2755,432,176,127,2579,418
0500000US37095,37095,"Hyde County, North Carolina",5629,*****,3743,210,1855,209,10,20,4,7,0,17,16,22,1,2,0,17,1,2
0500000US37097,37097,"Iredell County, North Carolina",167493,*****,136625,747,20622,356,749,222,4020,175,38,52,3190,668,2249,459,302,260,1947,372
0500000US37099,37099,"Jackson County, North Carolina",41227,*****,34411,346,1274,370,3504,334,420,51,9,15,618,253,991,338,68,63,923,325
0500000US37101,37101,"Johnston County, North Carolina",182155,*****,142427,1402,27836,632,962,343,1179,167,26,40,5126,1243,4599,748,994,477,3605,640
0500000US37103,37103,"Jones County, North Carolina",10074,*****,6634,59,3080,109,35,25,21,22,0,19,62,52,242,100,0,19,242,100
0500000US37105,37105,"Lee County, North Carolina",59540,*****,41679,824,11332,283,405,70,626,75,52,57,3997,802,1449,349,240,130,1209,339
0500000US37107,37107,"Lenoir County, North Carolina",58343,*****,32054,408,22838,781,209,74,333,103,50,50,825,449,2034,782,10,14,2024,780
0500000US37109,37109,"Lincoln County, North Carolina",79783,*****,70542,548,4271,320,188,90,433,116,13,21,2613,643,1723,332,254,152,1469,334
0500000US37111,37111,"McDowell County, North Carolina",45013,*****,40968,442,1804,82,238,87,319,86,13,21,1287,459,384,155,44,54,340,148
0500000US37113,37113,"Macon County, North Carolina",33991,*****,31469,393,391,163,161,71,250,41,0,25,1294,395,426,189,24,28,402,184
0500000US37115,37115,"Madison County, North Carolina",21130,*****,20310,64,407,39,36,38,105,18,0,22,57,51,215,51,3,5,212,49
0500000US37117,37117,"Martin County, North Carolina",23510,*****,12711,161,10162,96,81,41,38,49,95,75,169,116,254,136,88,96,166,94
0500000US37119,37119,"Mecklenburg County, North Carolina",1011774,*****,565183,2667,315272,1763,3181,464,53861,846,719,113,45532,2891,28026,1668,2700,536,25326,1648
0500000US37121,37121,"Mitchell County, North Carolina",15263,*****,14797,155,62,43,92,55,37,29,20,31,130,154,125,46,0,19,125,46
0500000US37123,37123,"Montgomery County, North Carolina",27475,*****,21057,275,5166,150,75,64,424,10,4,7,433,249,316,176,51,59,265,158
0500000US37125,37125,"Moore County, North Carolina",93070,*****,77031,464,11654,437,652,188,1203,168,12,20,642,462,1876,526,63,61,1813,522
0500000US37127,37127,"Nash County, North Carolina",94385,*****,50234,365,36659,457,624,113,919,157,16,26,3722,487,2211,565,491,258,1720,509
0500000US37129,37129,"New Hanover County, North Carolina",216430,*****,175310,615,30589,532,636,245,2902,275,109,102,2301,612,4583,532,217,107,4366,512
0500000US37131,37131,"Northampton County, North Carolina",20628,*****,8133,129,11843,149,104,44,44,33,13,22,129,123,362,144,0,22,362,144
0500000US37133,37133,"Onslow County, North Carolina",185755,*****,138029,1135,27888,909,937,223,3531,483,423,208,4817,990,10130,1177,1290,407,8840,1046
0500000US37135,37135,"Orange County, North Carolina",139807,*****,105093,640,16010,469,709,128,10261,298,30,29,3067,609,4637,525,665,190,3972,476
0500000US37137,37137,"Pamlico County, North Carolina",12892,*****,9722,85,2374,177,148,100,25,22,102,148,232,127,289,125,1,3,288,125
0500000US37139,37139,"Pasquotank County, North Carolina",39909,*****,23440,178,14580,238,77,54,637,127,115,80,188,108,872,301,15,20,857,300
0500000US37141,37141,"Pender County, North Carolina",56358,*****,43164,313,9219,230,243,110,199,118,42,47,2188,287,1303,350,280,183,1023,304
0500000US37143,37143,"Perquimans County, North Carolina",13470,*****,9880,71,3296,118,20,26,0,19,9,18,23,26,242,112,27,36,215,110
0500000US37145,37145,"Person County, North Carolina",39196,*****,26918,350,10551,270,361,122,119,44,24,46,504,296,719,296,120,120,599,261
0500000US37147,37147,"Pitt County, North Carolina",175150,*****,102061,762,60578,525,515,95,3012,285,36,36,5048,793,3900,524,357,199,3543,532
0500000US37149,37149,"Polk County, North Carolina",20324,*****,18530,226,1084,123,45,49,30,34,8,11,413,209,214,153,0,22,214,153
0500000US37151,37151,"Randolph County, North Carolina",142588,*****,123509,1136,8752,393,637,265,1541,197,13,19,5761,1161,2375,444,277,125,2098,403
0500000US37153,37153,"Richmond County, North Carolina",45710,*****,28756,235,14473,294,933,172,157,140,0,25,360,207,1031,284,33,48,998,281
0500000US37155,37155,"Robeson County, North Carolina",134576,*****,39500,560,32599,212,52120,417,948,54,114,31,6261,592,3034,391,307,181,2727,410
0500000US37157,37157,"Rockingham County, North Carolina",91898,*****,69614,574,17041,398,477,104,491,68,85,90,2263,575,1927,428,277,158,1650,388
0500000US37159,37159,"Rowan County, North Carolina",138694,*****,108360,838,22329,369,312,167,1252,173,11,18,3933,780,2497,490,313,224,2184,438
0500000US37161,37161,"Rutherford County, North Carolina",66701,*****,56997,424,6893,249,325,85,346,110,5,8,1386,446,749,282,84,67,665,272
0500000US37163,37163,"Sampson County, North Carolina",63713,*****,39660,960,16240,337,1219,250,296,29,11,19,4477,874,1810,399,204,120,1606,353
0500000US37165,37165,"Scotland County, North Carolina",35711,*****,16249,194,13730,182,3777,193,286,57,8,15,519,202,1142,262,46,37,1096,264
0500000US37167,37167,"Stanly County, North Carolina",60610,*****,51212,272,6369,311,208,60,1117,92,15,23,497,271,1192,334,65,75,1127,333
0500000US37169,37169,"Stokes County, North Carolina",46453,*****,43386,175,1932,127,271,112,143,45,15,31,217,107,489,180,66,60,423,180
0500000US37171,37171,"Surry County, North Carolina",72767,*****,66972,435,2689,162,276,97,436,52,47,40,1189,374,1158,333,204,126,954,315
0500000US37173,37173,"Swain County, North Carolina",14234,*****,9143,107,186,59,3952,212,52,44,0,19,136,107,765,238,101,126,664,216
0500000US37175,37175,"Transylvania County, North Carolina",33062,*****,29879,332,1273,147,117,70,227,58,17,27,1009,334,540,187,64,65,476,172
0500000US37177,37177,"Tyrrell County, North Carolina",4128,*****,2302,212,1512,211,85,75,14,17,0,12,192,138,23,24,0,12,23,24
0500000US37179,37179,"Union County, North Carolina",217614,*****,177613,983,25260,475,724,187,4880,196,23,26,5052,993,4062,581,434,170,3628,534
0500000US37181,37181,"Vance County, North Carolina",44508,*****,19355,433,22162,276,752,473,213,67,10,16,1207,433,809,322,140,114,669,293
0500000US37183,37183,"Wake County, North Carolina",998576,*****,669687,2985,205682,1376,3405,489,62010,828,451,96,30586,3025,26755,1887,2994,709,23761,1928
0500000US37185,37185,"Warren County, North Carolina",20324,*****,8046,197,10328,170,980,103,104,22,0,22,323,200,543,201,60,63,483,179
0500000US37187,37187,"Washington County, North Carolina",12503,*****,5815,141,6079,200,18,20,0,19,0,19,253,162,338,264,165,172,173,203
0500000US37189,37189,"Watauga County, North Carolina",52745,*****,49587,225,632,105,170,59,452,81,21,20,640,185,1243,231,184,157,1059,176
0500000US37191,37191,"Wayne County, North Carolina",124447,*****,74099,1119,38504,675,289,107,1538,216,14,26,6004,1146,3999,766,527,241,3472,701
0500000US37193,37193,"Wilkes County, North Carolina",68888,*****,62792,449,2945,240,133,65,318,107,65,75,1613,394,1022,313,245,206,777,244
0500000US37195,37195,"Wilson County, North Carolina",81617,*****,41325,658,31846,483,515,209,627,204,63,96,5391,765,1850,598,332,239,1518,545
0500000US37197,37197,"Yadkin County, North Carolina",37819,*****,34612,578,1285,105,111,63,22,23,0,25,1222,620,567,216,118,132,449,173
0500000US37199,37199,"Yancey County, North Carolina",17599,*****,16991,176,206,23,76,30,36,21,5,8,148,159,137,73,20,28,117,69
