GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0500000US37041,37041,"Chowan County, North Carolina",14825,*****,9323,204,5064,162,124,130,109,102,0,20,172,204,33,41,0,20,33,41
0500000US37043,37043,"Clay County, North Carolina",10575,*****,10169,174,82,63,38,45,21,34,0,20,186,115,79,69,50,56,29,41
0500000US37045,37045,"Cleveland County, North Carolina",97890,*****,74895,310,20476,249,188,79,860,62,0,30,480,287,991,283,88,83,903,270
0500000US37047,37047,"Columbus County, North Carolina",57612,*****,35334,400,17588,191,1786,116,73,48,12,16,1895,506,924,299,27,26,897,300
0500000US37049,37049,"Craven County, North Carolina",102904,*****,72226,492,22465,471,395,110,2120,313,192,127,2546,498,2960,567,343,146,2617,552
0500000US37051,37051,"Cumberland County, North Carolina",319329,*****,165619,1098,114520,960,3282,388,7323,389,1007,168,9216,944,18362,1233,1836,468,16526,1177
0500000US37053,37053,"Currituck County, North Carolina",23677,*****,21443,122,1485,99,48,48,100,32,0,24,81,67,520,143,51,60,469,138
0500000US37055,37055,"Dare County, North Carolina",34019,*****,31611,392,1416,199,187,238,29,34,0,27,539,408,237,170,17,28,220,168
0500000US37057,37057,"Davidson County, North Carolina",162628,*****,139671,628,14912,241,738,221,2187,221,22,28,3242,631,1856,434,491,224,1365,366
0500000US37059,37059,"Davie County, North Carolina",41183,*****,36119,389,2811,87,146,80,169,100,33,47,1552,401,353,158,16,26,337,152
0500000US37061,37061,"Duplin County, North Carolina",58510,*****,33479,681,14888,207,56,44,196,30,0,30,9014,837,877,313,310,307,567,230
0500000US37063,37063,"Durham County, North Carolina",269283,*****,131635,1582,100777,875,1086,334,12003,306,94,125,16262,1598,7426,911,843,254,6583,868
0500000US37065,37065,"Edgecombe County, North Carolina",56253,*****,21988,319,32199,252,261,240,66,52,13,30,1116,359,610,324,8,12,602,323
0500000US37067,37067,"Forsyth County, North Carolina",351368,*****,229686,1764,92066,611,767,214,6641,297,31,51,16315,1716,5862,674,1093,282,4769,597
0500000US37069,37069,"Franklin County, North Carolina",60470,*****,40547,458,15602,356,397,160,287,85,7,12,2341,461,1289,413,126,108,1163,383
0500000US37071,37071,"Gaston County, North Carolina",206291,*****,160843,800,31084,526,965,212,2665,150,21,25,7395,833,3318,542,350,204,2968,510
0500000US37073,37073,"Gates County, North Carolina",12069,*****,7666,87,4129,109,21,24,39,46,0,20,87,87,127,93,0,20,127,93
0500000US37075,37075,"Graham County, North Carolina",8766,*****,7864,38,48,43,505,176,84,109,14,25,83,72,168,128,35,51,133,114
0500000US37077,37077,"Granville County, North Carolina",59666,*****,36140,573,19455,291,258,148,380,54,14,23,2372,600,1047,350,217,133,830,301
0500000US37079,37079,"Greene County, North Carolina",21386,*****,10624,351,7906,143,131,69,55,57,0,24,1988,484,682,409,308,338,374,275
0500000US37081,37081,"Guilford County, North Carolina",489576,*****,282773,1440,160319,1127,2486,319,20137,383,88,76,14270,1499,9503,1196,1072,333,8431,1120
0500000US37083,37083,"Halifax County, North Carolina",54693,*****,21959,240,28074,507,1711,156,340,69,8,12,539,213,2062,520,99,69,1963,519
0500000US37085,37085,"Harnett County, North Carolina",115559,*****,80169,848,23909,512,1023,257,1098,153,26,41,4782,903,4552,905,536,206,4016,906
0500000US37087,37087,"Haywood County, North Carolina",58915,*****,56326,307,554,105,317,102,223,46,8,14,531,306,956,233,83,94,873,249
0500000US37089,37089,"Henderson County, North Carolina",106577,*****,96600,907,3595,217,542,182,1139,73,0,30,2751,778,1950,526,815,416,1135,349
0500000US37091,37091,"Hertford County, North Carolina",24525,*****,8814,166,14681,122,346,110,157,4,1,3,143,113,383,123,6,9,377,121
0500000US37093,37093,"Hoke County, North Carolina",47368,*****,22299,581,16220,603,4097,243,601,123,108,126,1824,575,2219,555,224,146,1995,541
0500000US37095,37095,"Hyde County, North Carolina",5810,*****,3453,282,2009,242,33,34,7,14,0,18,303,216,5,12,5,12,0,18
0500000US37097,37097,"Iredell County, North Carolina",159614,*****,131158,693,19306,356,548,196,2978,270,15,116,3115,695,2494,421,263,156,2231,424
0500000US37099,37099,"Jackson County, North Carolina",39985,*****,33714,276,814,82,3681,223,276,128,52,50,664,230,784,278,74,75,710,256
0500000US37101,37101,"Johnston County, North Carolina",169122,*****,132547,1176,25445,676,520,192,834,193,0,30,5817,1179,3959,796,411,173,3548,757
0500000US37103,37103,"Jones County, North Carolina",10144,*****,6321,105,3261,132,40,18,12,14,67,55,242,115,201,97,0,20,201,97
0500000US37105,37105,"Lee County, North Carolina",57876,*****,38505,857,11469,264,304,131,622,55,23,47,5853,781,1100,396,354,331,746,294
0500000US37107,37107,"Lenoir County, North Carolina",59372,*****,31686,501,24123,337,123,48,254,113,7,11,2134,540,1045,379,166,200,879,340
0500000US37109,37109,"Lincoln County, North Carolina",78052,*****,70721,513,4263,264,204,95,443,105,0,30,1157,515,1264,360,279,164,985,310
0500000US37111,37111,"McDowell County, North Carolina",44926,*****,41380,359,1638,155,132,69,417,27,11,20,655,331,693,255,144,140,549,225
0500000US37113,37113,"Macon County, North Carolina",33815,*****,31663,435,308,185,102,72,241,25,12,24,1223,481,266,111,0,27,266,111
0500000US37115,37115,"Madison County, North Carolina",20727,*****,19919,115,269,102,67,57,95,71,0,24,169,121,208,96,9,16,199,94
0500000US37117,37117,"Martin County, North Carolina",24298,*****,12910,282,10497,174,84,100,44,52,5,11,443,292,315,129,39,46,276,132
0500000US37119,37119,"Mecklenburg County, North Carolina",926873,*****,537507,2636,282309,1606,3670,534,43659,656,672,75,36505,2672,22551,1884,2942,754,19609,1664
0500000US37121,37121,"Mitchell County, North Carolina",15539,*****,15122,163,127,63,38,42,41,22,10,20,111,163,90,53,0,20,90,53
0500000US37123,37123,"Montgomery County, North Carolina",27741,*****,21052,271,5242,141,135,44,446,8,0,24,646,269,220,138,21,28,199,134
0500000US37125,37125,"Moore County, North Carolina",88314,*****,72722,549,11639,416,587,144,777,113,7,11,1088,545,1494,426,88,75,1406,433
0500000US37127,37127,"Nash County, North Carolina",95545,*****,53751,657,35412,381,497,139,775,113,0,30,2893,706,2217,486,488,267,1729,436
0500000US37129,37129,"New Hanover County, North Carolina",203276,*****,163535,750,29755,557,754,217,2742,236,89,77,2804,691,3597,662,244,172,3353,629
0500000US37131,37131,"Northampton County, North Carolina",21959,*****,8775,62,12556,243,24,26,16,19,16,27,54,62,518,252,10,20,508,255
0500000US37133,37133,"Onslow County, North Carolina",176461,*****,131513,963,29023,464,1180,269,3071,257,389,157,5408,910,5877,756,1070,382,4807,661
0500000US37135,37135,"Orange County, North Carolina",133958,*****,102023,847,15699,415,425,147,9089,245,19,25,3226,836,3477,540,453,268,3024,473
0500000US37137,37137,"Pamlico County, North Carolina",13145,*****,10114,105,2537,201,66,93,42,20,0,20,42,48,344,200,2,3,342,200
0500000US37139,37139,"Pasquotank County, North Carolina",40551,*****,23357,374,15656,199,27,65,470,82,7,10,558,387,476,212,48,50,428,206
0500000US37141,37141,"Pender County, North Carolina",52447,*****,40013,411,9637,123,202,91,237,72,8,13,1694,426,656,196,189,145,467,151
0500000US37143,37143,"Perquimans County, North Carolina",13414,*****,9589,57,3471,99,0,20,2,5,0,20,68,63,284,149,23,31,261,157
0500000US37145,37145,"Person County, North Carolina",39322,*****,27065,332,10801,151,269,36,135,29,0,27,716,324,336,119,108,99,228,84
0500000US37147,37147,"Pitt County, North Carolina",167951,*****,100209,709,56980,583,432,123,2638,292,0,30,3859,742,3833,733,434,256,3399,684
0500000US37149,37149,"Polk County, North Carolina",20386,*****,18768,225,1038,76,11,14,76,28,0,24,345,228,148,88,16,28,132,82
0500000US37151,37151,"Randolph County, North Carolina",141568,*****,124563,985,7858,336,519,179,1403,155,4,10,5039,946,2182,425,121,79,2061,414
0500000US37153,37153,"Richmond County, North Carolina",46608,*****,28978,376,14235,214,1263,65,265,100,0,27,1141,377,726,217,8,17,718,212
0500000US37155,37155,"Robeson County, North Carolina",133920,*****,41535,911,32256,308,50448,499,1072,87,86,30,5150,924,3373,574,401,218,2972,511
0500000US37157,37157,"Rockingham County, North Carolina",93264,*****,70534,500,17471,327,273,102,423,87,46,53,2699,510,1818,351,101,67,1717,352
0500000US37159,37159,"Rowan County, North Carolina",138189,*****,106969,760,22624,827,711,277,1375,184,44,55,4302,764,2164,412,324,177,1840,376
0500000US37161,37161,"Rutherford County, North Carolina",67446,*****,58319,350,6782,312,262,88,355,49,0,30,833,428,895,239,69,50,826,225
0500000US37163,37163,"Sampson County, North Carolina",63408,*****,36408,614,16963,302,1061,139,258,34,46,71,7198,683,1474,402,324,164,1150,354
0500000US37165,37165,"Scotland County, North Carolina",36266,*****,17114,157,14029,169,3567,231,330,27,5,12,233,135,988,297,66,70,922,284
0500000US37167,37167,"Stanly County, North Carolina",60489,*****,51333,320,6548,419,148,59,1184,38,5,9,337,158,934,225,36,30,898,226
0500000US37169,37169,"Stokes County, North Carolina",47224,*****,44254,175,2000,120,289,79,111,114,0,27,198,120,372,144,68,60,304,133
0500000US37171,37171,"Surry County, North Carolina",73551,*****,67694,567,2871,230,338,56,246,87,28,40,1221,457,1153,326,393,233,760,217
0500000US37173,37173,"Swain County, North Carolina",13995,*****,9447,211,362,256,3269,334,37,37,0,20,263,211,617,244,44,38,573,234
0500000US37175,37175,"Transylvania County, North Carolina",32825,*****,30233,236,1210,159,144,54,158,46,0,27,407,200,673,203,118,96,555,154
0500000US37177,37177,"Tyrrell County, North Carolina",4367,*****,2430,278,1579,263,37,50,90,97,10,20,85,90,136,136,0,13,136,136
0500000US37179,37179,"Union County, North Carolina",201617,*****,164971,1185,23715,468,882,181,3206,204,70,70,5571,1288,3202,564,640,357,2562,494
0500000US37181,37181,"Vance County, North Carolina",45183,*****,19115,186,22619,266,129,44,69,78,0,27,2740,215,511,220,41,60,470,219
0500000US37183,37183,"Wake County, North Carolina",905573,*****,619850,2539,188710,1099,2766,488,48689,774,177,123,27427,2566,17954,1345,2806,555,15148,1200
0500000US37185,37185,"Warren County, North Carolina",20860,*****,8011,84,10764,275,782,142,81,101,0,24,388,137,834,311,0,24,834,311
0500000US37187,37187,"Washington County, North Carolina",13085,*****,6067,117,6592,141,46,67,11,17,0,20,296,129,73,69,0,20,73,69
0500000US37189,37189,"Watauga County, North Carolina",51103,*****,48237,277,640,148,94,56,482,78,2,5,447,318,1201,216,80,85,1121,191
0500000US37191,37191,"Wayne County, North Carolina",122419,*****,70278,586,38867,347,194,80,1190,188,39,54,8507,691,3344,560,931,317,2413,430
0500000US37193,37193,"Wilkes County, North Carolina",69265,*****,62652,473,2991,118,162,95,332,39,0,30,2303,489,825,276,287,199,538,187
0500000US37195,37195,"Wilson County, North Carolina",81020,*****,41892,493,31039,388,288,153,564,153,48,77,5434,572,1755,417,213,114,1542,404
0500000US37197,37197,"Yadkin County, North Carolina",38254,*****,34590,567,1314,147,85,74,21,35,0,27,1790,541,454,227,0,27,454,227
0500000US37199,37199,"Yancey County, North Carolina",17814,*****,17312,141,172,44,78,29,20,21,5,8,61,76,166,113,34,62,132,92
